symbol	family	source_file	source_line	semantic_role	semantic_domain	firestaff_mapping	firestaff_status	evidence
C035_GRAPHIC_SLOT_BOX_ACTING_HAND	constant	DEFS.H	2195	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2195 = 35; 7 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C036_ACTION_HEAL	constant	DEFS.H	1844	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1844 = 36; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C036_COMMAND_CLICK_ON_SLOT_BOX_16_INVENTORY_QUIVER_LINE1_2	constant	DEFS.H	273	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:273 = 36; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C036_GRAPHIC_SLOT_BOX_UNKNOWN	constant	DEFS.H	2196	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2196 = 36 /* This graphic is never used */; 1 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C037_ACTION_CALM	constant	DEFS.H	1845	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1845 = 37; 3 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C037_COMMAND_CLICK_ON_SLOT_BOX_17_INVENTORY_QUIVER_LINE2_2	constant	DEFS.H	274	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:274 = 37; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C037_GRAPHIC_BORDER_PARTY_SHIELD	constant	DEFS.H	2197	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2197 = 37; 5 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C038_ACTION_LIGHT	constant	DEFS.H	1846	classified spell-timeline constant	spell-timeline	src/dm1/dm1_v1_spell_casting_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1846 = 38; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_spell_casting_pc34_compat.c
C038_COMMAND_CLICK_ON_SLOT_BOX_18_INVENTORY_NECK	constant	DEFS.H	275	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:275 = 38; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C038_GRAPHIC_BORDER_PARTY_FIRESHIELD	constant	DEFS.H	2198	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2198 = 38; 5 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C038_ICON_WEAPON_DELTA_SIDE_SPLITTER	constant	DEFS.H	1909	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1909 = 38; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C039_ACTION_WINDOW	constant	DEFS.H	1847	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1847 = 39; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C039_COMMAND_CLICK_ON_SLOT_BOX_19_INVENTORY_POUCH_1	constant	DEFS.H	276	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:276 = 39; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C039_GRAPHIC_BORDER_PARTY_SPELLSHIELD	constant	DEFS.H	2199	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2199 = 39; 5 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C039_ICON_WEAPON_DIAMOND_EDGE	constant	DEFS.H	1910	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1910 = 39; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C040_ACTION_SPIT	constant	DEFS.H	1848	classified dungeon-world constant	dungeon-world	src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1848 = 40; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
C040_BYTE_WIDTH	constant	DEFS.H	2474	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:2474 = 40; 6 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C040_COMMAND_CLICK_ON_SLOT_BOX_20_INVENTORY_QUIVER_LINE1_1	constant	DEFS.H	277	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:277 = 40; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C040_EXPLOSION_SMOKE	constant	DEFS.H	1559	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1559 = 40; 3 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C040_GRAPHIC_PANEL_RESURRECT_REINCARNATE	constant	DEFS.H	2200	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2200 = 40; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C040_ICON_WEAPON_VORPAL_BLADE	constant	DEFS.H	1911	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1911 = 40; 5 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C041_ACTION_BRANDISH	constant	DEFS.H	1849	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1849 = 41; 3 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C041_COMMAND_CLICK_ON_SLOT_BOX_21_INVENTORY_BACKPACK_LINE1_1	constant	DEFS.H	278	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:278 = 41; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C041_GRAPHIC_HOLE_IN_WALL	constant	DEFS.H	2201	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2201 = 41; 10 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C041_ICON_WEAPON_THE_INQUISITOR_DRAGON_FANG	constant	DEFS.H	1912	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1912 = 41; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C042_ACTION_THROW	constant	DEFS.H	1850	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1850 = 42; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C042_COMMAND_CLICK_ON_SLOT_BOX_22_INVENTORY_BACKPACK_LINE2_2	constant	DEFS.H	279	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:279 = 42; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C042_GRAPHIC_OBJECT_ICONS_000_TO_031	constant	DEFS.H	2202	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2202 = 42; 6 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C043_ACTION_FUSE	constant	DEFS.H	1851	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1851 = 43; 2 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C043_COMMAND_CLICK_ON_SLOT_BOX_23_INVENTORY_BACKPACK_LINE2_3	constant	DEFS.H	280	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:280 = 43; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C043_GRAPHIC_OBJECT_ICONS_032_TO_063	constant	DEFS.H	2203	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2203 = 43; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C043_ICON_WEAPON_HARDCLEAVE_EXECUTIONER	constant	DEFS.H	1913	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1913 = 43; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C044_COMMAND_CLICK_ON_SLOT_BOX_24_INVENTORY_BACKPACK_LINE2_4	constant	DEFS.H	281	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:281 = 44; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C044_GRAPHIC_OBJECT_ICONS_064_TO_095	constant	DEFS.H	2204	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2204 = 44; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C045_COMMAND_CLICK_ON_SLOT_BOX_25_INVENTORY_BACKPACK_LINE2_5	constant	DEFS.H	282	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:282 = 45; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C045_GRAPHIC_OBJECT_ICONS_096_TO_127	constant	DEFS.H	2205	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2205 = 45; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C045_ICON_WEAPON_MACE_OF_ORDER	constant	DEFS.H	1914	classified creature-combat constant	creature-combat	none; source platform/toolchain state	out-of-scope: platform/toolchain	definition DEFS.H:1914 = 45; 3 source reference(s); source-only platform state; no Firestaff parity claim
C046_COMMAND_CLICK_ON_SLOT_BOX_26_INVENTORY_BACKPACK_LINE2_6	constant	DEFS.H	283	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:283 = 46; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C046_GRAPHIC_OBJECT_ICONS_128_TO_159	constant	DEFS.H	2206	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2206 = 46; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C047_CLASS_LAST_SLING	constant	DEFS.H	1729	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1729 = 47; 3 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C047_COMMAND_CLICK_ON_SLOT_BOX_27_INVENTORY_BACKPACK_LINE2_7	constant	DEFS.H	284	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:284 = 47; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C047_GRAPHIC_OBJECT_ICONS_160_TO_191	constant	DEFS.H	2207	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2207 = 47; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C048_BYTE_WIDTH	constant	DEFS.H	2475	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:2475 = 48; 26 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C048_COMMAND_CLICK_ON_SLOT_BOX_28_INVENTORY_BACKPACK_LINE2_8	constant	DEFS.H	285	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:285 = 48; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C048_GRAPHIC_OBJECT_ICONS_192_TO_223	constant	DEFS.H	2208	classified viewport-rendering constant	viewport-rendering	src/dm1/dm1_v1_viewport_3d_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2208 = 48; 5 source reference(s); semantic candidate: src/dm1/dm1_v1_viewport_3d_pc34_compat.c
C049_COMMAND_CLICK_ON_SLOT_BOX_29_INVENTORY_BACKPACK_LINE2_9	constant	DEFS.H	286	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:286 = 49; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C049_GRAPHIC_FLOOR_PIT_D3L2	constant	DEFS.H	2332	classified dungeon-world constant	dungeon-world	src/dm1/dm1_v1_dungeon_data_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:2332 = 49; 4 source reference(s); semantic candidate: src/dm1/dm1_v1_dungeon_data_pc34_compat.c
C050_COMMAND_CLICK_ON_SLOT_BOX_30_INVENTORY_BACKPACK_LINE1_2	constant	DEFS.H	287	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:287 = 50; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C050_EXPLOSION_FLUXCAGE	constant	DEFS.H	1560	classified unclassified constant	unclassified	none; no direct Firestaff counterpart	unmapped / no direct counterpart	definition DEFS.H:1560 = 50; 9 source reference(s); no direct C/G storage counterpart; Firestaff uses named module state
C051_COMMAND_CLICK_ON_SLOT_BOX_31_INVENTORY_BACKPACK_LINE1_3	constant	DEFS.H	288	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:288 = 51; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C051_ICON_WEAPON_ARROW	constant	DEFS.H	1915	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1915 = 51; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C052_COMMAND_CLICK_ON_SLOT_BOX_32_INVENTORY_BACKPACK_LINE1_4	constant	DEFS.H	289	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:289 = 52; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
C052_ICON_WEAPON_SLAYER	constant	DEFS.H	1916	classified creature-combat constant	creature-combat	src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:1916 = 52; 2 source reference(s); semantic candidate: src/dm1/dm1_v1_creature_ai_behavior_pc34_compat.c; src/dm1/dm1_v1_combat_pc34_compat.c
C053_COMMAND_CLICK_ON_SLOT_BOX_33_INVENTORY_BACKPACK_LINE1_5	constant	DEFS.H	290	classified champion-inventory constant	champion-inventory	src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c	semantic candidate (unverified)	definition DEFS.H:290 = 53; 3 source reference(s); semantic candidate: src/dm1/dm1_v1_inventory_pc34_compat.c; src/dm1/dm1_v1_champion_panel_pc34_compat.c
